n,n_clusters,k,dim,avg_score
1000,2,6,2,0.3516290951846521
1000,2,7,2,0.3464970275713418
1000,2,8,2,0.32853470998229567
1000,2,9,2,0.33707957701495045
1000,2,10,2,0.33680940495840217
1000,2,2,2,0.8261488897538655
1000,2,3,2,0.5638118502210026
1000,2,4,2,0.30998515619868167
1000,2,5,2,0.32509371379577956
1000,2,6,2,0.3340385170285497
1000,2,7,2,0.33357013174755934
1000,2,8,2,0.32484964051474663
1000,2,9,2,0.32426102286187636
1000,2,10,2,0.31892754780803445
1000,2,2,2,0.3364003580129483
1000,2,3,2,0.34195625340064273
1000,2,4,2,0.3218172148926758
1000,2,5,2,0.2994982863646807
1000,2,6,2,0.32490633043448747
1000,2,7,2,0.32398167448460996
1000,2,8,2,0.33058575367795584
1000,2,9,2,0.3346569513579964
1000,2,10,2,0.34004140955422674
1000,2,2,2,0.8976631591737246
1000,2,3,2,0.6046623245236326
1000,2,4,2,0.3170872952752425
1000,2,5,2,0.3246449108959147
1000,2,6,2,0.3356637642100154
1000,2,7,2,0.3348501049918802
1000,2,8,2,0.3257384636396099
1000,2,9,2,0.3232757760397606
1000,2,10,2,0.3342899176211545
1000,2,2,2,0.6385079262431773
1000,2,3,2,0.47565163928357757
1000,2,4,2,0.3231294018937069
1000,2,5,2,0.3430177404710802
1000,2,6,2,0.3537802946434737
1000,2,7,2,0.34388332498724855
1000,2,8,2,0.33728115640277256
1000,2,9,2,0.33052884779663416
1000,2,10,2,0.3244046967273199
1000,2,2,2,0.7938303328089076
1000,2,3,2,0.5553263511913761
1000,2,4,2,0.3288212838652618
1000,2,5,2,0.3465933983284569
1000,2,6,2,0.3649685258744663
1000,2,7,2,0.3492568485673505
1000,2,8,2,0.3401775571336983
1000,2,9,2,0.3284691545681818
1000,2,10,2,0.3243545655760804
1000,2,2,2,0.8294394721975951
1000,2,3,2,0.5760794016916719
1000,2,4,2,0.32666188463716056
1000,2,5,2,0.3397254558688036
1000,2,6,2,0.34917937203969657
1000,2,7,2,0.3328938660145966
1000,2,8,2,0.3262737331336027
1000,2,9,2,0.3225902980655517
1000,2,10,2,0.31971065821105354
1000,2,2,2,0.8961518277405106
1000,2,3,2,0.6071196111848903
1000,2,4,2,0.3183058177998296
1000,2,5,2,0.33985903904790915
1000,2,6,2,0.344479619809488
1000,2,7,2,0.3337781376782383
1000,2,8,2,0.322920928364508
1000,2,9,2,0.32026830239477033
1000,2,10,2,0.3283067210861659
1000,2,2,2,0.8636218575945293
1000,2,3,2,0.5969456870941915
1000,2,4,2,0.33368486388124663
1000,2,5,2,0.34363305604511435
1000,2,6,2,0.3463391409425455
1000,2,7,2,0.3375556337524943
1000,2,8,2,0.3242515723916158
1000,2,9,2,0.3215567137734459
1000,2,10,2,0.3214367210986966
1000,2,2,2,0.7167965796708078
1000,2,3,2,0.5047146049241347
1000,2,4,2,0.34003268962994704
1000,2,5,2,0.34408892113034806
1000,2,6,2,0.34318368915037356
1000,2,7,2,0.3442552940189636
1000,2,8,2,0.33637209249419453
1000,2,9,2,0.3382917915085385
1000,2,10,2,0.3398767608293017
1000,2,2,2,0.47690690808868974
1000,2,3,2,0.33782272450994344
1000,2,4,2,0.3140517870994391
1000,2,5,2,0.3283520083354622
1000,2,6,2,0.32631157404103667
1000,2,7,2,0.3187019903834705
1000,2,8,2,0.3200547512380365
1000,2,9,2,0.326796715794727
1000,2,10,2,0.3351175012854563
1000,2,2,2,0.8852563009774108
1000,2,3,2,0.5982660990991715
1000,2,4,2,0.3097212967749146
1000,2,5,2,0.3313724243260148
1000,2,6,2,0.3444555742021856
1000,2,7,2,0.3387547230332353
1000,2,8,2,0.33117366120863745
1000,2,9,2,0.3160919834578192
1000,2,10,2,0.3393996266110982
1000,2,2,2,0.7627846000995004
1000,2,3,2,0.533081062779101
1000,2,4,2,0.320938174613783
1000,2,5,2,0.3344112297335108
1000,2,6,2,0.345755781598475
1000,2,7,2,0.3439844300127145
1000,2,8,2,0.3318597939604566
1000,2,9,2,0.3329910632132775
1000,2,10,2,0.3371743449482116
1000,2,2,2,0.8572090941747578
1000,2,3,2,0.5876425488837357
1000,2,4,2,0.3204190786468404
1000,2,5,2,0.325874513651315
1000,2,6,2,0.3344249341574299
1000,2,7,2,0.3329713528251336
1000,2,8,2,0.3206395727531394
1000,2,9,2,0.3191088936009902
1000,2,10,2,0.31973438198969406
1000,2,2,2,0.8746702985632543
1000,2,3,2,0.5954635612070656
1000,2,4,2,0.32399982482094375
1000,2,5,2,0.3405288870509932
1000,2,6,2,0.34931661500220296
1000,2,7,2,0.34564088374212026
1000,2,8,2,0.3291356428546662
1000,2,9,2,0.3289051428468799
1000,2,10,2,0.334291512877119
1000,2,2,2,0.8126893645561263
1000,2,3,2,0.5668564506287878
1000,2,4,2,0.32169229473543876
1000,2,5,2,0.3391070313510272
1000,2,6,2,0.3515653060111077
1000,2,7,2,0.3429021477813749
1000,2,8,2,0.33390983532144436
1000,2,9,2,0.3281840333309469
1000,2,10,2,0.3221211700230406
1000,2,2,2,0.9097292226022646
1000,2,3,2,0.6130592383022023
1000,2,4,2,0.3196917445493849
1000,2,5,2,0.3209310681939148
1000,2,6,2,0.33920180421421037
1000,2,7,2,0.3328570017939999
1000,2,8,2,0.32483461806403957
1000,2,9,2,0.32391187287571155
1000,2,10,2,0.3276682006710248
1000,2,2,2,0.7790778999804956
1000,2,3,2,0.552386287714282
1000,2,4,2,0.31513233766569576
1000,2,5,2,0.32571231725243155
1000,2,6,2,0.326051902897437
1000,2,7,2,0.3261952270656803
1000,2,8,2,0.32708214381737705
1000,2,9,2,0.32203340345229187
1000,2,10,2,0.31812884661911445
1000,2,2,2,0.8769793933481629
1000,2,3,2,0.5968737209005381
1000,2,4,2,0.3175247943865628
1000,2,5,2,0.3340642393829844
1000,2,6,2,0.346855771310088
1000,2,7,2,0.3415687091806427
1000,2,8,2,0.33394167081317194
1000,2,9,2,0.32704212726988385
1000,2,10,2,0.32526112662760887
1000,2,2,2,0.8408216374210636
1000,2,3,2,0.5822338677678781
1000,2,4,2,0.32338731700712103
1000,2,5,2,0.3343991773384935
1000,2,6,2,0.33986050192826384
1000,2,7,2,0.32303087175080286
1000,2,8,2,0.3160623278416707
1000,2,9,2,0.32007160969775345
1000,2,10,2,0.30849350335926234
1000,2,2,2,0.7527433019482456
1000,2,3,2,0.5246884748688807
1000,2,4,2,0.31656745402348324
1000,2,5,2,0.32040854675120195
1000,2,6,2,0.33530524171756554
1000,2,7,2,0.32599543079519516
1000,2,8,2,0.31900714234732813
1000,2,9,2,0.32918685842006357
1000,2,10,2,0.3322422582787465
1000,2,2,2,0.8978064783022339
1000,2,3,2,0.6060242809114789
1000,2,4,2,0.30609695909189916
1000,2,5,2,0.3303442606967035
1000,2,6,2,0.34494660289861234
1000,2,7,2,0.3308754279951422
1000,2,8,2,0.3203964450427136
1000,2,9,2,0.31064458984732174
1000,2,10,2,0.318239510941475
1000,2,2,2,0.8857641080120638
1000,2,3,2,0.5956961722983254
1000,2,4,2,0.3124817987893822
1000,2,5,2,0.3256628205032188
1000,2,6,2,0.3359276337786464
1000,2,7,2,0.3313472246420397
1000,2,8,2,0.3273318351689622
1000,2,9,2,0.32093357657181
1000,2,10,2,0.31997323377381315
1000,2,2,2,0.8980965832355704
1000,2,3,2,0.6215705337768643
1000,2,4,2,0.32530718542595655
1000,2,5,2,0.33923885167746926
1000,2,6,2,0.3394041486280099
1000,2,7,2,0.3336245094095715
1000,2,8,2,0.31976346960005836
1000,2,9,2,0.32665057254438656
1000,2,10,2,0.3172351585144301
1000,2,2,2,0.8478395928666596
1000,2,3,2,0.5799634142664677
1000,2,4,2,0.31782682008754615
1000,2,5,2,0.33883248698688884
1000,2,6,2,0.34948775532928755
1000,2,7,2,0.34319208241606647
1000,2,8,2,0.32443056011814386
1000,2,9,2,0.3275781227416443
1000,2,10,2,0.32152232908580786
1000,2,2,2,0.8619870279698855
1000,2,3,2,0.5923338631147822
1000,2,4,2,0.3242166518953681
1000,2,5,2,0.3332984297488679
1000,2,6,2,0.33684221397567915
1000,2,7,2,0.3340322501577756
1000,2,8,2,0.3298382573726196
1000,2,9,2,0.32468020034850803
1000,2,10,2,0.3363976150794238
1000,2,2,2,0.8296847173243472
1000,2,3,2,0.5689798013577613
1000,2,4,2,0.30863446947286943
1000,2,5,2,0.3252575838717364
1000,2,6,2,0.3361475103640606
1000,2,7,2,0.32749598447960016
1000,2,8,2,0.3186651950525415
1000,2,9,2,0.3233727938115867
1000,2,10,2,0.31701121280955
1000,2,2,2,0.8170711728526051
1000,2,3,2,0.5539523001211706
1000,2,4,2,0.3104593946738945
1000,2,5,2,0.32467867444733406
1000,2,6,2,0.34261002664820794
1000,2,7,2,0.3276498267460393
1000,2,8,2,0.33149192330738875
1000,2,9,2,0.3159175363496636
1000,2,10,2,0.3147222535332543
1000,2,2,2,0.7135667167697748
1000,2,3,2,0.4978667902479833
1000,2,4,2,0.3088084873653368
1000,2,5,2,0.32097104731670484
1000,2,6,2,0.33730581621560785
1000,2,7,2,0.3256702833992595
1000,2,8,2,0.31748873778956155
1000,2,9,2,0.32314880881343755
1000,2,10,2,0.32383649037376927
1000,2,2,2,0.7855699625526386
1000,2,3,2,0.557086677890725
1000,2,4,2,0.31987253243353403
1000,2,5,2,0.3309161229942957
1000,2,6,2,0.3359289483621912
1000,2,7,2,0.3312618374491184
1000,2,8,2,0.3213206750291689
1000,2,9,2,0.32094342684204763
1000,2,10,2,0.3228068929707553
1000,2,2,2,0.6989513058297493
1000,2,3,2,0.4930295634712136
1000,2,4,2,0.3147752725914923
1000,2,5,2,0.33107690296790226
1000,2,6,2,0.3470609046931123
1000,2,7,2,0.34045511627914893
1000,2,8,2,0.324222973608643
1000,2,9,2,0.33014593772901607
1000,2,10,2,0.33184677853239114
1000,2,2,2,0.720778196339938
1000,2,3,2,0.5074816018153628
1000,2,4,2,0.32858543677192814
1000,2,5,2,0.3370715415559901
1000,2,6,2,0.342531288787318
1000,2,7,2,0.34042565148904397
1000,2,8,2,0.33489861631827045
1000,2,9,2,0.3246742332322519
1000,2,10,2,0.323631214385446
1000,2,2,2,0.8859192411379105
1000,2,3,2,0.5950697296039843
1000,2,4,2,0.3084740137416975
1000,2,5,2,0.3214594352251176
1000,2,6,2,0.33262482340503535
1000,2,7,2,0.32467123822194704
1000,2,8,2,0.3168280206864312
1000,2,9,2,0.32230804190958545
1000,2,10,2,0.3143854741743039
1000,2,2,2,0.8697576833851733
1000,2,3,2,0.5948061001727335
1000,2,4,2,0.3230485645351823
1000,2,5,2,0.3272099492087161
1000,2,6,2,0.3266629339345424
1000,2,7,2,0.3265423488809498
1000,2,8,2,0.32403826804095887
1000,2,9,2,0.32829576782499725
1000,2,10,2,0.3233831021195373
1000,2,2,2,0.7157768293784104
1000,2,3,2,0.5105507958598974
1000,2,4,2,0.3155424782071632
1000,2,5,2,0.33435632230979084
1000,2,6,2,0.34456464949567517
1000,2,7,2,0.33803967602754065
1000,2,8,2,0.32288565123292906
1000,2,9,2,0.31933650683403914
1000,2,10,2,0.3135997415546824
1000,2,2,2,0.8370826020896441
1000,2,3,2,0.582774787281123
1000,2,4,2,0.3363830969402809
1000,2,5,2,0.3445337181605141
1000,2,6,2,0.34598300980845376
1000,2,7,2,0.33886863366498166
1000,2,8,2,0.33770607247755835
1000,2,9,2,0.3359646295832345
1000,2,10,2,0.3398780864225968
1000,2,2,2,0.9027811388417897
1000,2,3,2,0.6140204670585179
1000,2,4,2,0.3220976509261435
1000,2,5,2,0.3261048424853657
1000,2,6,2,0.3275948541788115
1000,2,7,2,0.3335525073412458
1000,2,8,2,0.33367945540064586
1000,2,9,2,0.3289490654856298
1000,2,10,2,0.3170805904186499
1000,2,2,2,0.8243815997107479
1000,2,3,2,0.575101999529764
1000,2,4,2,0.32594636830108675
1000,2,5,2,0.3315020672995327
1000,2,6,2,0.3490722045046367
1000,2,7,2,0.3408152209810329
1000,2,8,2,0.338709941941193
1000,2,9,2,0.3254960224294418
1000,2,10,2,0.3231253229400916
1000,2,2,2,0.9101560378293738
1000,2,3,2,0.6178965303902552
1000,2,4,2,0.32966544919275964
1000,2,5,2,0.3370212240001496
1000,2,6,2,0.3382708738151505
1000,2,7,2,0.33339859035180164
1000,2,8,2,0.3303705413054855
1000,2,9,2,0.33022011785577987
1000,2,10,2,0.31386949420892907
1000,2,2,2,0.8290795840172014
1000,2,3,2,0.5794406439606745
1000,2,4,2,0.3233245156095262
1000,2,5,2,0.33892917635804365
1000,2,6,2,0.3383904294025651
1000,2,7,2,0.33096801980593316
1000,2,8,2,0.3166408901920359
1000,2,9,2,0.31847818128099425
1000,2,10,2,0.3207350984787379
1000,2,2,2,0.8254544604868974
1000,2,3,2,0.5723924853594803
1000,2,4,2,0.31786199301184576
1000,2,5,2,0.3284599219582565
1000,2,6,2,0.3491385384878205
1000,2,7,2,0.34376704980473677
1000,2,8,2,0.3322959049574198
1000,2,9,2,0.3291987183010104
1000,2,10,2,0.3215947443223961
1000,2,2,2,0.7881672794632202
1000,2,3,2,0.5475295042388408
1000,2,4,2,0.30792374969247727
1000,2,5,2,0.31801799886523924
1000,2,6,2,0.32694463095390985
1000,2,7,2,0.333209288022029
1000,2,8,2,0.3265555774784249
1000,2,9,2,0.3280685709059573
1000,2,10,2,0.32156658150910833
1000,2,2,2,0.6572237168703455
1000,2,3,2,0.4563067902406932
1000,2,4,2,0.3111860957949774
1000,2,5,2,0.3259151008563824
1000,2,6,2,0.345315972336756
1000,2,7,2,0.3363783085321168
1000,2,8,2,0.32428366839687306
1000,2,9,2,0.32910027881392545
1000,2,10,2,0.32388655423115054
1000,2,2,2,0.894719672848631
1000,2,3,2,0.6086336695911033
1000,2,4,2,0.3158944858743905
1000,2,5,2,0.3316460606509515
1000,2,6,2,0.3393189594933683
1000,2,7,2,0.3367036669563548
1000,2,8,2,0.3322399316795777
1000,2,9,2,0.33224231954149674
1000,2,10,2,0.32999430120872086
1000,2,2,2,0.7865272978070995
1000,2,3,2,0.5378601093140207
1000,2,4,2,0.30180638566890505
1000,2,5,2,0.32992915039963633
1000,2,6,2,0.34768728057862186
1000,2,7,2,0.3399698422198249
1000,2,8,2,0.31823287045204524
1000,2,9,2,0.3141995701886524
1000,2,10,2,0.31901725574045736
1000,2,2,2,0.8346108644850438
1000,2,3,2,0.5810805961221223
1000,2,4,2,0.31885367708125034
1000,2,5,2,0.3276443338616583
1000,2,6,2,0.3356238535257981
1000,2,7,2,0.3298969100893952
1000,2,8,2,0.3277184195986069
1000,2,9,2,0.33324346500280233
1000,2,10,2,0.3360082271186991
1000,2,2,2,0.8073668739903572
1000,2,3,2,0.5556588503944125
1000,2,4,2,0.31710120672438485
1000,2,5,2,0.3295195145836001
1000,2,6,2,0.3433067891563179
1000,2,7,2,0.3356634851875954
1000,2,8,2,0.3196202836847246
1000,2,9,2,0.32077305261814876
1000,2,10,2,0.3147616401491011
1000,2,2,2,0.874378625300725
1000,2,3,2,0.5996820105579398
1000,2,4,2,0.30996228673933396
1000,2,5,2,0.3255936332369423
1000,2,6,2,0.33696765915050747
1000,2,7,2,0.34200895272834064
1000,2,8,2,0.3250164032948425
1000,2,9,2,0.32905887991606897
1000,2,10,2,0.3256645476103718
1000,2,2,2,0.7867109560680601
1000,2,3,2,0.5407483868218171
1000,2,4,2,0.3159271026853556
1000,2,5,2,0.3251405917735473
1000,2,6,2,0.34007757548816087
1000,2,7,2,0.34758636939837373
1000,2,8,2,0.33947391462609555
1000,2,9,2,0.3400723453623549
1000,2,10,2,0.32876731043444796
1000,2,2,2,0.4918582509087578
1000,2,3,2,0.34095199744642307
1000,2,4,2,0.32885809689767465
1000,2,5,2,0.32618633773102057
1000,2,6,2,0.3264444673901829
1000,2,7,2,0.32846195039660175
1000,2,8,2,0.3153061286016059
1000,2,9,2,0.3233807173834652
1000,2,10,2,0.33426185402435044
1000,2,2,2,0.8853527334660328
1000,2,3,2,0.600413488774761
1000,2,4,2,0.31430763902277375
1000,2,5,2,0.325617800343606
1000,2,6,2,0.3271849491284194
1000,2,7,2,0.3263385896880734
1000,2,8,2,0.3159299932481229
1000,2,9,2,0.3191441344547735
1000,2,10,2,0.3242286183587137
1000,2,2,2,0.818389774201864
1000,2,3,2,0.5589682756266638
1000,2,4,2,0.31840781884437347
1000,2,5,2,0.33496221489515443
1000,2,6,2,0.34848374103755886
1000,2,7,2,0.34095967090106816
1000,2,8,2,0.32903517905115004
1000,2,9,2,0.3282263749238599
1000,2,10,2,0.3273356353221691
1000,2,2,2,0.8360874846316658
1000,2,3,2,0.5792562215570615
1000,2,4,2,0.3241083260056125
1000,2,5,2,0.3327749786895625
1000,2,6,2,0.3356596933660122
1000,2,7,2,0.3352214524761529
1000,2,8,2,0.33248965457572044
1000,2,9,2,0.326811657031274
1000,2,10,2,0.3204381358544747
1000,2,2,2,0.8715006792579704
1000,2,3,2,0.5933601870475659
1000,2,4,2,0.3217356076273619
1000,2,5,2,0.3243712128760853
1000,2,6,2,0.3302375646510443
1000,2,7,2,0.3214095876687486
1000,2,8,2,0.31373779366064297
1000,2,9,2,0.31829142802975624
1000,2,10,2,0.3174660386984114
1000,2,2,2,0.780129990920492
1000,2,3,2,0.5432502740838155
1000,2,4,2,0.3173975383201195
1000,2,5,2,0.32910629492241156
1000,2,6,2,0.3332135548170276
1000,2,7,2,0.3264295449504186
1000,2,8,2,0.33571539585813037
1000,2,9,2,0.32880394954542824
1000,2,10,2,0.3296213310640507
1000,2,2,2,0.8394274077964943
1000,2,3,2,0.5735205136394289
1000,2,4,2,0.32122870272907045
1000,2,5,2,0.337075985939364
1000,2,6,2,0.3430706542024266
1000,2,7,2,0.3424566977068054
1000,2,8,2,0.32744198397193636
1000,2,9,2,0.3313087847854321
1000,2,10,2,0.32679199063192094
1000,2,2,2,0.8721919302284908
1000,2,3,2,0.6007494298872997
1000,2,4,2,0.31383940122243514
1000,2,5,2,0.3325531203221242
1000,2,6,2,0.3458915357178755
1000,2,7,2,0.3605213135022009
1000,2,8,2,0.34675830250441525
1000,2,9,2,0.3392786146341142
1000,2,10,2,0.32501548936203445
1000,2,2,2,0.8647572165285566
1000,2,3,2,0.5763582647413013
1000,2,4,2,0.3063643007093441
1000,2,5,2,0.3222056848677879
1000,2,6,2,0.3332498698779876
1000,2,7,2,0.32634410700010946
1000,2,8,2,0.31478193440799146
1000,2,9,2,0.3078138915566183
1000,2,10,2,0.31585169291674103
1000,2,2,2,0.7153158696502987
1000,2,3,2,0.49830934254732423
1000,2,4,2,0.3112508050084505
1000,2,5,2,0.3213885411069515
1000,2,6,2,0.33929275462912917
1000,2,7,2,0.3319681489753518
1000,2,8,2,0.32505465182290305
1000,2,9,2,0.3263500056261312
1000,2,10,2,0.32081719545983944
1000,2,2,2,0.7045088211603222
1000,2,3,2,0.5073951644189061
1000,2,4,2,0.31445153441198087
1000,2,5,2,0.3299002501249084
1000,2,6,2,0.3402784946950893
1000,2,7,2,0.33708016761643983
1000,2,8,2,0.3250808005258305
1000,2,9,2,0.3290530528318874
1000,2,10,2,0.32237577772069587
1000,2,2,2,0.8290138225309964
1000,2,3,2,0.5727259691209572
1000,2,4,2,0.3247682946706991
1000,2,5,2,0.33535520013227343
1000,2,6,2,0.34740743620958897
1000,2,7,2,0.3289592081358215
1000,2,8,2,0.32492194084191645
1000,2,9,2,0.3214830898207355
1000,2,10,2,0.3162201953094767
1000,2,2,2,0.9042024841250442
1000,2,3,2,0.6049588841087511
1000,2,4,2,0.30746246285027146
1000,2,5,2,0.3187015313938185
1000,2,6,2,0.3263963485245573
1000,2,7,2,0.3214341061703142
1000,2,8,2,0.31669880605898687
1000,2,9,2,0.3155572236404565
1000,2,10,2,0.3082582136204962
1000,2,2,2,0.8423477308110462
1000,2,3,2,0.572623472235929
1000,2,4,2,0.309933907126436
1000,2,5,2,0.3193886787899443
1000,2,6,2,0.32642088672868297
1000,2,7,2,0.3297813134926735
1000,2,8,2,0.3190827814121042
1000,2,9,2,0.3196597728165589
1000,2,10,2,0.3192033477656989
1000,2,2,2,0.8126567848241053
1000,2,3,2,0.5632996089465846
1000,2,4,2,0.3094105034374687
1000,2,5,2,0.31817821889705633
1000,2,6,2,0.3352139377295655
1000,2,7,2,0.3403655697208686
1000,2,8,2,0.32878257346500767
1000,2,9,2,0.3201787613226396
1000,2,10,2,0.32960129822001083
1000,2,2,2,0.9023794120068781
1000,2,3,2,0.6187118826933691
1000,2,4,2,0.3400430371313209
1000,2,5,2,0.35134471628669806
1000,2,6,2,0.350263334394218
1000,2,7,2,0.34240379314222674
1000,2,8,2,0.33098973686562366
1000,2,9,2,0.3228564347944324
1000,2,10,2,0.32066864853765226
1000,2,2,2,0.7231658843206472
1000,2,3,2,0.5161964004620325
1000,2,4,2,0.3145063843297859
1000,2,5,2,0.3300714764195503
1000,2,6,2,0.33854682865363367
1000,2,7,2,0.3364522729401186
1000,2,8,2,0.333355324627924
1000,2,9,2,0.33241327703329737
1000,2,10,2,0.32907531904494175
1000,2,2,2,0.7443248938288591
1000,2,3,2,0.5250339728588655
1000,2,4,2,0.329038792784336
1000,2,5,2,0.33556934245254383
1000,2,6,2,0.3449704849600304
1000,2,7,2,0.33941312653017586
1000,2,8,2,0.32750440581542306
1000,2,9,2,0.32608754068119833
1000,2,10,2,0.33344958240061107
1000,2,2,2,0.8695673287173015
1000,2,3,2,0.5922507629748179
1000,2,4,2,0.32294605972424506
1000,2,5,2,0.33832823201090445
1000,2,6,2,0.3375004496495476
1000,2,7,2,0.3340361028048834
1000,2,8,2,0.3190858348139811
1000,2,9,2,0.32745840887302247
1000,2,10,2,0.3349215761659621
1000,2,2,2,0.87511105550829
1000,2,3,2,0.5970770693874076
1000,2,4,2,0.32260434929981285
1000,2,5,2,0.3252338980526583
1000,2,6,2,0.33309957402899265
1000,2,7,2,0.32578369354231373
1000,2,8,2,0.32781657658741226
1000,2,9,2,0.325149001514634
1000,2,10,2,0.327856211003265
1000,2,2,2,0.8916542725984564
1000,2,3,2,0.6030471205783299
1000,2,4,2,0.31979718660941625
1000,2,5,2,0.3262828941722855
1000,2,6,2,0.33966595640795094
1000,2,7,2,0.3267878446737506
1000,2,8,2,0.3257180069106242
1000,2,9,2,0.32731722461612683
1000,2,10,2,0.3214375716589334
1000,2,2,2,0.7897525077328043
1000,2,3,2,0.5503560825503178
1000,2,4,2,0.31751138048704863
1000,2,5,2,0.3283118749291774
1000,2,6,2,0.3367544492155385
1000,2,7,2,0.32875976152109243
1000,2,8,2,0.32207814937376533
1000,2,9,2,0.3179096664932392
1000,2,10,2,0.33125478639281347
1000,2,2,2,0.8538066313988015
1000,2,3,2,0.5935222235706028
1000,2,4,2,0.3242063330705993
