n,n_clusters,k,dim,avg_score
1000,4,3,2,0.7619837745645336
1000,4,4,2,0.5770874313229208
1000,4,5,2,0.5572372523260084
1000,4,6,2,0.4546169690496385
1000,4,7,2,0.457304980071094
1000,4,8,2,0.3315605708922641
1000,4,9,2,0.3401625034442825
1000,4,10,2,0.34989372990984907
1000,4,2,2,0.5089729309924511
1000,4,3,2,0.6394425483317538
1000,4,4,2,0.683189802638032
1000,4,5,2,0.5851620958780803
1000,4,6,2,0.4834164811396729
1000,4,7,2,0.376711434397401
1000,4,8,2,0.32024100372596004
1000,4,9,2,0.33197063309024527
1000,4,10,2,0.3376480115434645
1000,4,2,2,0.5363869244940368
1000,4,3,2,0.6957728901973781
1000,4,4,2,0.7707712960472831
1000,4,5,2,0.6511797067290879
1000,4,6,2,0.5460807182776611
1000,4,7,2,0.4285241311750652
1000,4,8,2,0.329024838352996
1000,4,9,2,0.3367077229144488
1000,4,10,2,0.33972632441687034
1000,4,2,2,0.7040569686770168
1000,4,3,2,0.7730039462872089
1000,4,4,2,0.5361049076888692
1000,4,5,2,0.5363556975867332
1000,4,6,2,0.4253765465986878
1000,4,7,2,0.32345488482426854
1000,4,8,2,0.3253501084625329
1000,4,9,2,0.3290334779650833
1000,4,10,2,0.33354055227673435
1000,4,2,2,0.5372926919877714
1000,4,3,2,0.6944327055722135
1000,4,4,2,0.8301287637321562
1000,4,5,2,0.7083559410255673
1000,4,6,2,0.5725925366971492
1000,4,7,2,0.453549773474927
1000,4,8,2,0.3146169022169424
1000,4,9,2,0.3208047457224178
1000,4,10,2,0.33242835063113535
1000,4,2,2,0.7306970792680004
1000,4,3,2,0.6724173362548078
1000,4,4,2,0.48123645532422
1000,4,5,2,0.400745184569907
1000,4,6,2,0.36808093290235355
1000,4,7,2,0.3334110857842219
1000,4,8,2,0.3321805457542706
1000,4,9,2,0.33519195190637935
1000,4,10,2,0.3383935981732204
1000,4,2,2,0.6562120262650277
1000,4,3,2,0.5901700583525317
1000,4,4,2,0.7440538430914747
1000,4,5,2,0.6288681144039399
1000,4,6,2,0.5326147385596531
1000,4,7,2,0.41977699103250055
1000,4,8,2,0.32677853043657534
1000,4,9,2,0.3292164523095206
1000,4,10,2,0.33521271998199975
1000,4,2,2,0.673707648924
1000,4,3,2,0.765591210866637
1000,4,4,2,0.6536872200969054
1000,4,5,2,0.5229177442228627
1000,4,6,2,0.45964995381980445
1000,4,7,2,0.44884101253442943
1000,4,8,2,0.3338966689390251
1000,4,9,2,0.3470546825150568
1000,4,10,2,0.3516728178095245
1000,4,2,2,0.6272666079387739
1000,4,3,2,0.71266968555431
1000,4,4,2,0.6029334944665421
1000,4,5,2,0.5421843948933827
1000,4,6,2,0.45549459158451094
1000,4,7,2,0.44690497629524034
1000,4,8,2,0.32962975406413353
1000,4,9,2,0.33776097216160067
1000,4,10,2,0.35270876401387014
1000,4,2,2,0.749971631891801
1000,4,3,2,0.7782087121011411
1000,4,4,2,0.7059500489570024
1000,4,5,2,0.6310248639380708
1000,4,6,2,0.5162148530485188
1000,4,7,2,0.4169705787409144
1000,4,8,2,0.34877508922950784
1000,4,9,2,0.34860392847161265
1000,4,10,2,0.34075844007499695
1000,4,2,2,0.6621389457396046
1000,4,3,2,0.6871862110991935
1000,4,4,2,0.5698335175126141
1000,4,5,2,0.5341088966721248
1000,4,6,2,0.43075876729437934
1000,4,7,2,0.3427133953630661
1000,4,8,2,0.32649427771057166
1000,4,9,2,0.3388712882465543
1000,4,10,2,0.34506324947772055
1000,4,2,2,0.6177098098099
1000,4,3,2,0.7250537172769507
1000,4,4,2,0.7567065035734386
1000,4,5,2,0.6430731865979287
1000,4,6,2,0.5382536041704612
1000,4,7,2,0.456697245134775
1000,4,8,2,0.33456370266878827
1000,4,9,2,0.3422878139219812
1000,4,10,2,0.34872721029374043
1000,4,2,2,0.6489620757828102
1000,4,3,2,0.7305096366070863
1000,4,4,2,0.7863046081908115
1000,4,5,2,0.6758949746699213
1000,4,6,2,0.5595289431961414
1000,4,7,2,0.452170936708364
1000,4,8,2,0.45877724040360296
1000,4,9,2,0.32060260185889616
1000,4,10,2,0.331950050527497
1000,4,2,2,0.7465810543427435
1000,4,3,2,0.7657623243040457
1000,4,4,2,0.5901982706350741
1000,4,5,2,0.4838864459956389
1000,4,6,2,0.4449137119678208
1000,4,7,2,0.3476126834380276
1000,4,8,2,0.32245646857868376
1000,4,9,2,0.3310505238921346
1000,4,10,2,0.3376195646738078
1000,4,2,2,0.654401086398871
1000,4,3,2,0.813948447537584
1000,4,4,2,0.6039637244200396
1000,4,5,2,0.584321116600124
1000,4,6,2,0.4598197514682813
1000,4,7,2,0.3405369166711234
1000,4,8,2,0.3307563706197155
1000,4,9,2,0.3304396833238322
1000,4,10,2,0.33016296977711035
1000,4,2,2,0.5497521489292448
1000,4,3,2,0.714561053047753
1000,4,4,2,0.7883703542686722
1000,4,5,2,0.661926401524113
1000,4,6,2,0.5478819523084825
1000,4,7,2,0.432443032721352
1000,4,8,2,0.32454742573868833
1000,4,9,2,0.33028981686441544
1000,4,10,2,0.3378274545231846
1000,4,2,2,0.7948947787824518
1000,4,3,2,0.6406754809964289
1000,4,4,2,0.5733284546839752
1000,4,5,2,0.4347759407766056
1000,4,6,2,0.3782131887438493
1000,4,7,2,0.31367108201946403
1000,4,8,2,0.3205231072577252
1000,4,9,2,0.32274050298474877
1000,4,10,2,0.326828822777488
1000,4,2,2,0.5996445811572989
1000,4,3,2,0.7062757719707987
1000,4,4,2,0.7945829600727222
1000,4,5,2,0.6658164106317989
1000,4,6,2,0.5669678140231256
1000,4,7,2,0.4283778967587424
1000,4,8,2,0.31331556823156054
1000,4,9,2,0.32414679991942896
1000,4,10,2,0.3309640835784385
1000,4,2,2,0.6858381197281478
1000,4,3,2,0.709609922035834
1000,4,4,2,0.6295407834198609
1000,4,5,2,0.5445113195026615
1000,4,6,2,0.43386903377813224
1000,4,7,2,0.4113010515943504
1000,4,8,2,0.31150589071685914
1000,4,9,2,0.32832097333594973
1000,4,10,2,0.33693363569342055
1000,4,2,2,0.5287428322088101
1000,4,3,2,0.6947533635528764
1000,4,4,2,0.7896384943231471
1000,4,5,2,0.6778228918474636
1000,4,6,2,0.5720122013221343
1000,4,7,2,0.441266565482234
1000,4,8,2,0.32269983076704
1000,4,9,2,0.3297220890825973
1000,4,10,2,0.3362957168275057
1000,4,2,2,0.6634551593852196
1000,4,3,2,0.7978731565270486
1000,4,4,2,0.6481842712337526
1000,4,5,2,0.5160108407985874
1000,4,6,2,0.3976593723557474
1000,4,7,2,0.3578161219490545
1000,4,8,2,0.3266776439762143
1000,4,9,2,0.32897522850627753
1000,4,10,2,0.3351331886670478
1000,4,2,2,0.5540862995866136
1000,4,3,2,0.6869884447751311
1000,4,4,2,0.7907250253030461
1000,4,5,2,0.6797150272642941
1000,4,6,2,0.5584239692059714
1000,4,7,2,0.4572579424970662
1000,4,8,2,0.3319135050083738
1000,4,9,2,0.3400512987209833
1000,4,10,2,0.34990074940947796
1000,4,2,2,0.6004429594516014
1000,4,3,2,0.6714948653759047
1000,4,4,2,0.726147288500263
1000,4,5,2,0.6261045953665659
1000,4,6,2,0.49658949816805703
1000,4,7,2,0.3954373672142808
1000,4,8,2,0.30727303555045626
1000,4,9,2,0.31357769482410675
1000,4,10,2,0.3214485679005692
1000,4,2,2,0.5392784616948764
1000,4,3,2,0.6382233601794849
1000,4,4,2,0.7333889671217118
1000,4,5,2,0.6207968916509178
1000,4,6,2,0.5135324115789891
1000,4,7,2,0.4098465216770531
1000,4,8,2,0.3255607235854096
1000,4,9,2,0.33446664201501747
1000,4,10,2,0.3454261045538274
1000,4,2,2,0.7644503882220444
1000,4,3,2,0.7708841304569121
1000,4,4,2,0.5740035779407987
1000,4,5,2,0.5619464581932282
1000,4,6,2,0.42587007316935643
1000,4,7,2,0.33183845394402406
1000,4,8,2,0.3232222090454893
1000,4,9,2,0.3233300403773209
1000,4,10,2,0.33257062181685987
1000,4,2,2,0.5851321640596365
1000,4,3,2,0.7089652726240522
1000,4,4,2,0.6717419308127803
1000,4,5,2,0.5853830699569937
1000,4,6,2,0.46666265250204203
1000,4,7,2,0.36472069846034116
1000,4,8,2,0.32771871310756706
1000,4,9,2,0.33723887525610674
1000,4,10,2,0.33664304377239423
1000,4,2,2,0.4936936863806119
1000,4,3,2,0.47115185833559886
1000,4,4,2,0.46549861808770154
1000,4,5,2,0.41501115760831525
1000,4,6,2,0.3569858813541274
1000,4,7,2,0.3379636236911618
1000,4,8,2,0.3363903958913344
1000,4,9,2,0.33586274147163114
1000,4,10,2,0.33064747683695395
1000,4,2,2,0.703661151762185
1000,4,3,2,0.8488350906560519
1000,4,4,2,0.6084503235816466
1000,4,5,2,0.588950563754792
1000,4,6,2,0.4578042076792277
1000,4,7,2,0.32802794023000786
1000,4,8,2,0.33101003150955693
1000,4,9,2,0.3293972682955533
1000,4,10,2,0.3328225705288212
1000,4,2,2,0.663368589806378
1000,4,3,2,0.6859010671753027
1000,4,4,2,0.7565726330376203
1000,4,5,2,0.6549273714109809
1000,4,6,2,0.5575318082625574
1000,4,7,2,0.4548538302252175
1000,4,8,2,0.31632043534884835
1000,4,9,2,0.329555646425619
1000,4,10,2,0.3348594699157034
1000,4,2,2,0.7001111585751559
1000,4,3,2,0.7519422849459259
1000,4,4,2,0.6684803636985148
1000,4,5,2,0.596864002731628
1000,4,6,2,0.45947863928854454
1000,4,7,2,0.3717591514301738
1000,4,8,2,0.3215612769559653
1000,4,9,2,0.32196749562385657
1000,4,10,2,0.3316251612783677
1000,4,2,2,0.7056812181098557
1000,4,3,2,0.6912394749541306
1000,4,4,2,0.6463459559809402
1000,4,5,2,0.5732316342788542
1000,4,6,2,0.4716420896830875
1000,4,7,2,0.4236693802488725
1000,4,8,2,0.3341309017176892
1000,4,9,2,0.3353037699957246
1000,4,10,2,0.33850468292142066
1000,4,2,2,0.6546864130164136
1000,4,3,2,0.6520175711549357
1000,4,4,2,0.66090984131244
1000,4,5,2,0.5732382547150121
1000,4,6,2,0.47829699003865994
1000,4,7,2,0.4007763572135747
1000,4,8,2,0.3325080147017368
1000,4,9,2,0.34424698832218287
1000,4,10,2,0.34923537383678854
1000,4,2,2,0.640413642574142
1000,4,3,2,0.7124550119047981
1000,4,4,2,0.5556206544938139
1000,4,5,2,0.5370218186929462
1000,4,6,2,0.4204146250351039
1000,4,7,2,0.33721347997950735
1000,4,8,2,0.32974373197426404
1000,4,9,2,0.3294335034772614
1000,4,10,2,0.3414781794938001
1000,4,2,2,0.6663966162064204
1000,4,3,2,0.8097839434152715
1000,4,4,2,0.7371504678414332
1000,4,5,2,0.644801280589806
1000,4,6,2,0.5896390991730239
1000,4,7,2,0.4512611353968838
1000,4,8,2,0.321964957346805
1000,4,9,2,0.3297812834664888
1000,4,10,2,0.33790222142490417
1000,4,2,2,0.6293896499101223
1000,4,3,2,0.7162995394195893
1000,4,4,2,0.6671902197354641
1000,4,5,2,0.587310248304604
1000,4,6,2,0.561374969341563
1000,4,7,2,0.4520783695129016
1000,4,8,2,0.33317626295093045
1000,4,9,2,0.3408390249146992
1000,4,10,2,0.3463481835685209
1000,4,2,2,0.5281460460892209
1000,4,3,2,0.6708458470498782
1000,4,4,2,0.6430941063765282
1000,4,5,2,0.5482026978415689
1000,4,6,2,0.4588473680714295
1000,4,7,2,0.3613295307408557
1000,4,8,2,0.3753624949945547
1000,4,9,2,0.33464159186267056
1000,4,10,2,0.33885666628824795
1000,4,2,2,0.6150545953915282
1000,4,3,2,0.6940845322100502
1000,4,4,2,0.7939250377167859
1000,4,5,2,0.6752402635367252
1000,4,6,2,0.5608862172012893
1000,4,7,2,0.44769773302405125
1000,4,8,2,0.4464566038493947
1000,4,9,2,0.3239254982337197
1000,4,10,2,0.3349774376514935
1000,4,2,2,0.591826280636949
1000,4,3,2,0.7150851757227864
1000,4,4,2,0.8273068404179041
1000,4,5,2,0.7022562661050455
1000,4,6,2,0.5736460199843156
1000,4,7,2,0.45344717522104183
1000,4,8,2,0.32262617090387175
1000,4,9,2,0.32954500318425556
1000,4,10,2,0.33332975759127575
1000,4,2,2,0.8037402700377728
1000,4,3,2,0.7377649815745756
1000,4,4,2,0.5766482746804297
1000,4,5,2,0.5237764498980596
1000,4,6,2,0.4250841470486335
1000,4,7,2,0.40728176823272383
1000,4,8,2,0.3305332574572774
1000,4,9,2,0.33688524433107864
1000,4,10,2,0.32987271969817555
1000,4,2,2,0.6697049400566155
1000,4,3,2,0.7623241735002478
1000,4,4,2,0.66730398675982
1000,4,5,2,0.5966571546053615
1000,4,6,2,0.4788181816757012
1000,4,7,2,0.33843165025814076
1000,4,8,2,0.3222427585919605
1000,4,9,2,0.3265779938383562
1000,4,10,2,0.3310091083629035
1000,4,2,2,0.6687242626844883
1000,4,3,2,0.8451454903618637
1000,4,4,2,0.5945818563804439
1000,4,5,2,0.5944395437947761
1000,4,6,2,0.4537659202565968
1000,4,7,2,0.3260836461324382
1000,4,8,2,0.3365746392584143
1000,4,9,2,0.33894286474831686
1000,4,10,2,0.3417468416949296
1000,4,2,2,0.7382048569094991
1000,4,3,2,0.7138792198207965
1000,4,4,2,0.5495998444661493
1000,4,5,2,0.5029119273502389
1000,4,6,2,0.4044409976838532
1000,4,7,2,0.33025573600441943
1000,4,8,2,0.32204999537409124
1000,4,9,2,0.329075382754208
1000,4,10,2,0.3446548362825452
1000,4,2,2,0.7302654065775406
1000,4,3,2,0.7848987615802575
1000,4,4,2,0.6911712968773891
1000,4,5,2,0.6142901698533799
1000,4,6,2,0.49167617153980336
1000,4,7,2,0.3706410436115216
1000,4,8,2,0.32357934586954695
1000,4,9,2,0.3315799097846227
1000,4,10,2,0.32494841425435605
1000,4,2,2,0.6978944264271816
1000,4,3,2,0.7241554366369717
1000,4,4,2,0.6207178621397031
1000,4,5,2,0.5609103360346428
1000,4,6,2,0.4556855576224379
1000,4,7,2,0.36029485998513977
1000,4,8,2,0.3404598930650559
1000,4,9,2,0.3304510644507644
1000,4,10,2,0.3294051539203418
1000,4,2,2,0.689606019670994
1000,4,3,2,0.7339063258090459
1000,4,4,2,0.5611787145528144
1000,4,5,2,0.5587277929144248
1000,4,6,2,0.4362738012266218
1000,4,7,2,0.3415417480652692
1000,4,8,2,0.3557894952531579
1000,4,9,2,0.34572326430770217
1000,4,10,2,0.3428761776010306
1000,4,2,2,0.6048498304354432
1000,4,3,2,0.5752488212359572
1000,4,4,2,0.6580527515713457
1000,4,5,2,0.5793030206702401
1000,4,6,2,0.5008631567939581
1000,4,7,2,0.4273859073043708
1000,4,8,2,0.3343105307326902
1000,4,9,2,0.33533673936924513
1000,4,10,2,0.3426087306562399
1000,4,2,2,0.6258870423405525
1000,4,3,2,0.7650380488891617
1000,4,4,2,0.6774103391955162
1000,4,5,2,0.6033116386747052
1000,4,6,2,0.4749112752282449
1000,4,7,2,0.34800366571361546
1000,4,8,2,0.32634494512040235
1000,4,9,2,0.3385646857099532
1000,4,10,2,0.32932242893268276
1000,4,2,2,0.5757931755953428
1000,4,3,2,0.7387712516447055
1000,4,4,2,0.7829734321243155
1000,4,5,2,0.6798034325953272
1000,4,6,2,0.5753141476249223
1000,4,7,2,0.4487363775884643
1000,4,8,2,0.3140916635068918
1000,4,9,2,0.3257537260121504
1000,4,10,2,0.33756474747555465
1000,4,2,2,0.5145006037759665
1000,4,3,2,0.5851234123148846
1000,4,4,2,0.7209249559962676
1000,4,5,2,0.6172104026154146
1000,4,6,2,0.505665256642896
1000,4,7,2,0.4184737236514361
1000,4,8,2,0.31704770336867955
1000,4,9,2,0.3243149561687236
1000,4,10,2,0.3401665106654141
1000,4,2,2,0.6653287204738533
1000,4,3,2,0.7840120087815872
1000,4,4,2,0.6522573881639193
1000,4,5,2,0.5238345960204128
1000,4,6,2,0.4513374174523609
1000,4,7,2,0.3466351180313131
1000,4,8,2,0.35356520748972775
1000,4,9,2,0.33802678793496854
1000,4,10,2,0.343398996306155
1000,4,2,2,0.6575111111314351
1000,4,3,2,0.7289497149168617
1000,4,4,2,0.745464061143971
1000,4,5,2,0.6505514099498941
1000,4,6,2,0.5264586443667532
1000,4,7,2,0.4087251326910225
1000,4,8,2,0.3321483963023895
1000,4,9,2,0.3403158499741462
1000,4,10,2,0.3450408533534908
1000,4,2,2,0.6424059081727032
1000,4,3,2,0.6316400999122184
1000,4,4,2,0.6939960921993682
1000,4,5,2,0.576802434591214
1000,4,6,2,0.4793266884929085
1000,4,7,2,0.4094124188502798
1000,4,8,2,0.31238434606781573
1000,4,9,2,0.3205525865029406
1000,4,10,2,0.3221799454525277
1000,4,2,2,0.6673287166698706
1000,4,3,2,0.7995044562100725
1000,4,4,2,0.7580189088979432
1000,4,5,2,0.626398767439598
1000,4,6,2,0.5391185854691019
1000,4,7,2,0.40140656101177946
1000,4,8,2,0.32233829384415325
1000,4,9,2,0.32846819839019525
1000,4,10,2,0.33551872735513066
1000,4,2,2,0.5486558205589538
1000,4,3,2,0.6830781160480155
1000,4,4,2,0.7835775435691543
1000,4,5,2,0.6644396102612866
1000,4,6,2,0.5334470049915574
1000,4,7,2,0.4215672015182316
1000,4,8,2,0.3138142768217483
1000,4,9,2,0.3151374145820687
1000,4,10,2,0.3275180336804101
1000,4,2,2,0.7000625701927384
1000,4,3,2,0.7786481725413587
1000,4,4,2,0.7308884808393141
1000,4,5,2,0.6050177712718714
1000,4,6,2,0.5105027734929555
1000,4,7,2,0.3655088523091271
1000,4,8,2,0.3021266190966406
1000,4,9,2,0.3212640967243915
1000,4,10,2,0.3268224137422263
1000,4,2,2,0.7514688525929945
1000,4,3,2,0.610260217918781
1000,4,4,2,0.5819583203202441
1000,4,5,2,0.5213346589656328
1000,4,6,2,0.45913136847167146
1000,4,7,2,0.33483735673438986
1000,4,8,2,0.3269614996411945
1000,4,9,2,0.3362038708722877
1000,4,10,2,0.34360623878430546
1000,4,2,2,0.704726715384328
1000,4,3,2,0.7596396102914714
1000,4,4,2,0.6205210442758735
1000,4,5,2,0.5102871930918632
1000,4,6,2,0.45549366176417116
1000,4,7,2,0.36288682728268656
1000,4,8,2,0.33787647338942906
1000,4,9,2,0.3392371633387115
1000,4,10,2,0.34365443041565436
1000,4,2,2,0.6433225906802987
1000,4,3,2,0.710026127808612
1000,4,4,2,0.7691239270406731
1000,4,5,2,0.6501664734275776
1000,4,6,2,0.5375189979148611
1000,4,7,2,0.4306706492727041
1000,4,8,2,0.3218732889540617
1000,4,9,2,0.32742398512209003
1000,4,10,2,0.33007009411985677
1000,4,2,2,0.7477404950023364
1000,4,3,2,0.6915518025013178
1000,4,4,2,0.7461243571225469
1000,4,5,2,0.6087544456954178
1000,4,6,2,0.5204599877392968
1000,4,7,2,0.39449469022723327
1000,4,8,2,0.32700336061659485
1000,4,9,2,0.3359436666360647
1000,4,10,2,0.3358369287552906
1000,4,2,2,0.5738552436900246
1000,4,3,2,0.6731734628233891
1000,4,4,2,0.8083856279745245
1000,4,5,2,0.6894226115414087
1000,4,6,2,0.5698650452367543
1000,4,7,2,0.44804794570955697
1000,4,8,2,0.3376097291293591
1000,4,9,2,0.3444754696039652
1000,4,10,2,0.3636957252791169
1000,4,2,2,0.6051063189260868
1000,4,3,2,0.543862610358593
1000,4,4,2,0.5513809471217057
1000,4,5,2,0.4803811956897964
1000,4,6,2,0.3984736680785578
1000,4,7,2,0.3644596730605214
1000,4,8,2,0.3243823967249437
1000,4,9,2,0.3289078522048121
1000,4,10,2,0.3279261458662889
1000,4,2,2,0.7024090179600567
1000,4,3,2,0.7906188993769439
1000,4,4,2,0.8136024169305052
1000,4,5,2,0.6946121280052787
